	Language	Subdomain	Word	Source	Concept	Abreviation	Representation	Complete_representation	Complexity_score
342	Esperanto	grandchildren	nepino	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
580	Esperanto	grandparents	avo	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
581	Esperanto	grandparents	avino	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
941	Esperanto	nephews and nieces	genevo	Wiktionary	nibling	"Sb;Ch"	nibling(x, y) ↔ ∃z CHILD(x, z) ∧ sibling(z, y)	nibling(x, y) ↔ ∃z CHILD(x, z) ∧ sibling(z, y) {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	2
942	Esperanto	nephews and nieces	nevo	Wiktionary	nephew	"Sb;So"	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y)	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
943	Esperanto	nephews and nieces	nevino	Wiktionary	niece	"Sb;Da"	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y)	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1158	Esperanto	uncles and aunts	geonklo	Wiktionary	auncle	Pb	Pb	Pb	-
1159	Esperanto	uncles and aunts	onklo	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1160	Esperanto	uncles and aunts	onklino	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1517	Esperanto	siblings	gefrato	Wiktionary	sibling	Sb	sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)	sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)	1
1518	Esperanto	siblings	frato	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1519	Esperanto	siblings	fratino	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
74	Estonian	cousins	nõbu	Wiktionary	cousin	"Pa;Sb;Ch"	"Pa;Sb;Ch"	"Pa;Sb;Ch"	-
75	Estonian	cousins	onupoeg	Wiktionary	son of parent's brother	"Pa;Br;So"	"Pa;Br;So"	"Pa;Br;So"	-
76	Estonian	cousins	onutütar	Wiktionary	daughter of parent's brother	"Pa;Br;Da"	"Pa;Br;Da"	"Pa;Br;Da"	-
77	Estonian	cousins	tädipoeg	Wiktionary	son of parent's sister	"Pa;Ss;So"	"Pa;Ss;So"	"Pa;Ss;So"	-
78	Estonian	cousins	täditütar	Wiktionary	daughter of parent's sister	"Pa;Ss;Da"	"Pa;Ss;Da"	"Pa;Ss;Da"	-
582	Estonian	grandparents	vanaisa	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
583	Estonian	grandparents	vanaema	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
944	Estonian	nephews and nieces	vennapoeg	Wiktionary	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
945	Estonian	nephews and nieces	õepoeg	Wiktionary	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
946	Estonian	nephews and nieces	vennatütar	Wiktionary	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
947	Estonian	nephews and nieces	õetütar	Wiktionary	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1161	Estonian	uncles and aunts	onu	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1162	Estonian	uncles and aunts	tädi	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1520	Estonian	siblings	vend	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1521	Estonian	siblings	õde	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1522	Estonian	siblings	sõsar	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
79	Ewe	cousins	fo	Wiktionary	elder male cousin	"El;Pa;Sb;So"	"El;Pa;Sb;So"	"El;Pa;Sb;So"	-
80	Ewe	cousins	daa	Wiktionary	elder female cousin	"El;Pa;Sb;Da"	"El;Pa;Sb;Da"	"El;Pa;Sb;Da"	-
81	Ewe	cousins	tsɛ	Wiktionary	younger cousin	"Yn;Pa;Sb;Ch"	"Yn;Pa;Sb;Ch"	"Yn;Pa;Sb;Ch"	-
343	Ewe	grandchildren	tɔgbuiyɔvi	Wiktionary	grandchild (male speaking)	"x;Gr;Ch"	"x;Gr;Ch"	"x;Gr;Ch"	-
344	Ewe	grandchildren	mamayɔvi	Wiktionary	grandchild (female speaking)	"o;Gr;Ch"	"o;Gr;Ch"	"o;Gr;Ch"	-
584	Ewe	grandparents	tɔgbui	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
585	Ewe	grandparents	mama	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1163	Ewe	uncles and aunts	tɔgã	Wiktionary	father's elder brother	"Fa;El;Br"	"Fa;El;Br"	"Fa;El;Br"	-
1164	Ewe	uncles and aunts	tɔɖe	Wiktionary	father's younger brother	"Fa;Yn;Br"	"Fa;Yn;Br"	"Fa;Yn;Br"	-
1165	Ewe	uncles and aunts	wɔfa	Wiktionary	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1166	Ewe	uncles and aunts	tasi	Wiktionary	paternal aunt	"Fa;Ss"	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y)	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1167	Ewe	uncles and aunts	te	Wiktionary	paternal aunt	"Fa;Ss"	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y)	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1168	Ewe	uncles and aunts	dagã	Wiktionary	mother's elder sister	"Mo;El;Ss"	"Mo;El;Ss"	"Mo;El;Ss"	-
1169	Ewe	uncles and aunts	nɔgã	Wiktionary	mother's elder sister	"Mo;El;Ss"	"Mo;El;Ss"	"Mo;El;Ss"	-
1170	Ewe	uncles and aunts	daɖia	Wiktionary	mother's younger sister	"Mo;Yn;Ss"	"Mo;Yn;Ss"	"Mo;Yn;Ss"	-
1171	Ewe	uncles and aunts	nɔɖi	Wiktionary	mother's younger sister	"Mo;Yn;Ss"	"Mo;Yn;Ss"	"Mo;Yn;Ss"	-
345	Faroese	grandchildren	sonarsonur	Wiktionary	son's son	"So;So"	son'sson(x, y) ↔ ∃z son(x, z) ∧ son(z, y)	son'sson(x, y) ↔ ∃z son(x, z) ∧ son(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	3
346	Faroese	grandchildren	dóttursonur	Wiktionary	daughter's son	"Da;So"	daughter'sson(x, y) ↔ ∃z son(x, z) ∧ daughter(z, y)	daughter'sson(x, y) ↔ ∃z son(x, z) ∧ daughter(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	3
347	Faroese	grandchildren	sonardóttir	Wiktionary	son's daughter	"So;Da"	son'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ son(z, y)	son'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ son(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	3
348	Faroese	grandchildren	dótturdóttir	Wiktionary	daughter's daughter	"Da;Da"	daughter'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ daughter(z, y)	daughter'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ daughter(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	3
586	Faroese	grandparents	abbi	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
587	Faroese	grandparents	avi	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
588	Faroese	grandparents	omma	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1523	Faroese	siblings	bróðir	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1524	Faroese	siblings	systir	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
349	Finnish	grandchildren	lapsenlapsi	Wiktionary	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
350	Finnish	grandchildren	pojanpoika	Wiktionary	son's son	"So;So"	son'sson(x, y) ↔ ∃z son(x, z) ∧ son(z, y)	son'sson(x, y) ↔ ∃z son(x, z) ∧ son(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	3
351	Finnish	grandchildren	tyttärenpoika	Wiktionary	daughter's son	"Da;So"	daughter'sson(x, y) ↔ ∃z son(x, z) ∧ daughter(z, y)	daughter'sson(x, y) ↔ ∃z son(x, z) ∧ daughter(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	3
352	Finnish	grandchildren	pojantytär	Wiktionary	son's daughter	"So;Da"	son'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ son(z, y)	son'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ son(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	3
353	Finnish	grandchildren	tyttärentytär	Wiktionary	daughter's daughter	"Da;Da"	daughter'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ daughter(z, y)	daughter'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ daughter(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	3
589	Finnish	grandparents	isovanhempi	Wiktionary	grandparent	"Gr;Pr"	grandparent(x, y) ↔ ∃z PARENT(x, z) ∧ PARENT(z, y)	grandparent(x, y) ↔ ∃z PARENT(x, z) ∧ PARENT(z, y)	1
590	Finnish	grandparents	isoisä	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
591	Finnish	grandparents	isoäiti	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
592	Finnish	grandparents	vaari	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
593	Finnish	grandparents	ukki	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
594	Finnish	grandparents	pappa	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
595	Finnish	grandparents	mummo	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
596	Finnish	grandparents	mummi	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
597	Finnish	grandparents	isänisä	Wiktionary	paternal grandfather	"Fa;Fa"	paternalgrandfather(x, y) ↔ ∃z father(x, z) ∧ father(z, y)	paternalgrandfather(x, y) ↔ ∃z father(x, z) ∧ father(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
598	Finnish	grandparents	äidinisä	Wiktionary	maternal grandfather	"Mo;Fa"	maternalgrandfather(x, y) ↔ ∃z father(x, z) ∧ mother(z, y)	maternalgrandfather(x, y) ↔ ∃z father(x, z) ∧ mother(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
599	Finnish	grandparents	äidinäiti	Wiktionary	maternal grandmother	"Mo;Mo"	maternalgrandmother(x, y) ↔ ∃z mother(x, z) ∧ mother(z, y)	maternalgrandmother(x, y) ↔ ∃z mother(x, z) ∧ mother(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
600	Finnish	grandparents	isänäiti	Wiktionary	paternal grandmother	"Fa;Mo"	paternalgrandmother(x, y) ↔ ∃z mother(x, z) ∧ father(z, y)	paternalgrandmother(x, y) ↔ ∃z mother(x, z) ∧ father(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
948	Finnish	nephews and nieces	veljenpoika	Wiktionary	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
949	Finnish	nephews and nieces	sisarenpoika	Wiktionary	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
950	Finnish	nephews and nieces	veljentytär	Wiktionary	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
951	Finnish	nephews and nieces	sisarentytär	Wiktionary	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1172	Finnish	uncles and aunts	setä	Wiktionary	paternal uncle	"Fa;Br"	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y)	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1173	Finnish	uncles and aunts	eno	Wiktionary	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1174	Finnish	uncles and aunts	täti	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1525	Finnish	siblings	veli	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1526	Finnish	siblings	sisko	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1527	Finnish	siblings	sisar	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
82	French	cousins	cousin	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
83	French	cousins	cousine	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
354	French	grandchildren	petit-enfant	Wiktionary	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
355	French	grandchildren	petit-fils	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
356	French	grandchildren	petite-fille	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
601	French	grandparents	grand-parent	Wiktionary	grandparent	"Gr;Pr"	grandparent(x, y) ↔ ∃z PARENT(x, z) ∧ PARENT(z, y)	grandparent(x, y) ↔ ∃z PARENT(x, z) ∧ PARENT(z, y)	1
602	French	grandparents	grand-père	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
603	French	grandparents	grand-mère	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
604	French	grandparents	pépé	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
605	French	grandparents	papi	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
606	French	grandparents	papy	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
607	French	grandparents	pépé	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
608	French	grandparents	grand-mère	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
609	French	grandparents	mémé	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
610	French	grandparents	mémère	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
611	French	grandparents	mamie	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
952	French	nephews and nieces	neveu	Wiktionary	nephew	"Sb;So"	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y)	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
